LAND;EIU;REGION;NETZ;STR_NR;STR_KURZNAME;STR_KM_ANF;STR_KM_END;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RI;LAENGE;DB_BETRIEB;ISK_NETZ;BAHNNUTZUNG;BETREIBERART;SONDERFALL;SONST_VERTR;AUSLAND
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;131,0 + 10;132,0 + 0;113100010;113200000;1;990;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;132,0 + 0;134,0 + 93;113200000;113400093;1;2096;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;134,0 + 93;141,1 + 14;113400093;114110014;1;7035;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;141,1 + 14;142,4 + 44;114110014;114240044;1;1321;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;142,4 + 44;155,2 + 179;114240044;115520179;1;12935;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;155,2 + 179;166,2 + 34;115520179;116620034;1;10844;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;3,6 + 60;107,5 + 58;100360060;110750058;2;103952;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;107,5 + 58;109,8 + 0;110750058;110980000;2;2242;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;109,8 + 0;122,9 + 61;110980000;112290061;2;13161;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;122,9 + 61;123,4 + 23;112290061;112340023;2;462;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;123,4 + 23;131,0 + 10;112340023;113100010;2;7570;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;131,0 + 10;132,0 + 0;113100010;113200000;2;990;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;132,0 + 0;134,0 + 93;113200000;113400093;2;2096;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;134,0 + 93;141,1 + 14;113400093;114110014;2;7035;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;141,1 + 14;142,4 + 44;114110014;114240044;2;1321;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;142,4 + 44;155,2 + 179;114240044;115520179;2;12935;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);MI;Kassel;1732;Hannover - Kassel;3,6 + 60;166,2 + 34;155,2 + 179;166,2 + 34;115520179;116620034;2;10858;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;0,0 + 0;113,8 + 0;100000000;111380000;1;113860;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;113,8 + 0;133,2 + 15;111380000;113320015;1;19415;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);MI;Kassel;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;133,2 + 15;264,9 + 30;113320015;126490030;1;131715;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;264,9 + 30;266,5 + 53;126490030;126650053;1;1623;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BY;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;266,5 + 53;269,2 + 20;126650053;126920020;1;2667;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;269,2 + 20;271,1 + 70;126920020;127110070;1;1950;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BY;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;271,1 + 70;327,3 + 62;127110070;132730062;1;56192;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;0,0 + 0;113,8 + 0;100000000;111380000;2;113860;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);MI;Kassel;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;113,8 + 0;133,2 + 15;111380000;113320015;2;19415;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);MI;Kassel;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;133,2 + 15;264,9 + 30;113320015;126490030;2;131715;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;264,9 + 30;266,5 + 41;126490030;126650041;2;1611;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BY;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;266,5 + 41;269,2 + 20;126650041;126920020;2;2679;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HE;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;269,2 + 20;271,1 + 70;126920020;127110070;2;1950;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BY;DB Netz (ohne RNI);S;Würzburg;1733;Hannover --Kassel-- - Würzburg;0,0 + 0;327,3 + 62;271,1 + 70;327,3 + 62;127110070;132730062;2;56192;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1734;Hannover Hbf - Lehrte;-0,3 + -99;15,4 + 37;-0,3 + -99;15,4 + 37;99969901;101540037;1;15826;x;01 ISK-Netz und ISK-Streckennetz;S-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1734;Hannover Hbf - Lehrte;-0,3 + -99;15,4 + 37;-0,3 + -99;15,4 + 37;99969901;101540037;2;15826;x;01 ISK-Netz und ISK-Streckennetz;S-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;20,7 + 67;43,9 + 0;102070067;104390000;1;23136;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;43,9 + 0;111,0 + 40;104390000;111100040;1;67144;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HB;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;111,0 + 40;136,4 + 60;111100040;113640060;1;25697;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;136,4 + 60;179,2 + 80;113640060;117920080;1;42827;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HB;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;179,2 + 80;190,7 + 43;117920080;119070043;1;11468;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HB;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;190,7 + 43;194,1 + 50;119070043;119410050;1;3867;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;20,7 + 67;43,9 + 0;102070067;104390000;2;23136;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;43,9 + 0;111,0 + 40;104390000;111100040;2;67144;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HB;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;111,0 + 40;136,4 + 60;111100040;113640060;2;25697;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;136,4 + 60;179,2 + 80;113640060;117920080;2;42827;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HB;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;179,2 + 80;190,7 + 43;117920080;119070043;2;11469;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HB;DB Netz (ohne RNI);N;Bremen;1740;Wunstorf - Bremerhaven;20,7 + 67;194,1 + 50;190,7 + 43;194,1 + 50;119070043;119410050;2;3664;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1741;Nienburg - Minden;-0,6 + -65;50,6 + 19;-0,6 + -65;9,8 + 0;99939935;100980000;1;10465;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1741;Nienburg - Minden;-0,6 + -65;50,6 + 19;9,8 + 0;22,6 + 60;100980000;102260060;1;12860;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1741;Nienburg - Minden;-0,6 + -65;50,6 + 19;22,6 + 60;50,6 + 19;102260060;105060019;1;27963;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1741;Nienburg - Minden;-0,6 + -65;50,6 + 19;-0,6 + -65;9,8 + 0;99939935;100980000;2;10465;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1741;Nienburg - Minden;-0,6 + -65;50,6 + 19;9,8 + 0;22,6 + 60;100980000;102260060;2;12860;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1741;Nienburg - Minden;-0,6 + -65;50,6 + 19;22,6 + 60;50,6 + 19;102260060;105060019;2;27963;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;-0,5 + -83;0,4 + 20;99949917;100040020;1;1003;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;0,4 + 20;1,2 + 60;100040020;100120060;1;840;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;1,2 + 60;2,7 + 90;100120060;100270090;1;1530;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;2,7 + 90;2,8 + 10;100270090;100280010;1;20;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;2,8 + 10;3,3 + 30;100280010;100330030;1;520;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;3,3 + 30;3,3 + 40;100330030;100330040;1;10;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;3,3 + 40;4,6 + 60;100330040;100460060;1;1320;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;4,6 + 60;23,1 + 0;100460060;102310000;1;18440;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;23,1 + 0;25,4 + 90;102310000;102540090;1;2390;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;25,4 + 90;27,9 + 98;102540090;102790098;1;2508;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;-0,5 + -83;0,4 + 20;99949917;100040020;2;1003;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;0,4 + 20;1,2 + 60;100040020;100120060;2;840;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;1,2 + 60;2,7 + 90;100120060;100270090;2;1530;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;2,7 + 90;2,8 + 10;100270090;100280010;2;20;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;2,8 + 10;3,3 + 30;100280010;100330030;2;520;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;3,3 + 30;3,3 + 40;100330030;100330040;2;10;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;3,3 + 40;4,6 + 60;100330040;100460060;2;1320;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;4,6 + 60;23,1 + 0;100460060;102310000;2;18440;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;23,1 + 0;25,4 + 90;102310000;102540090;2;2390;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1742;Leese-Stolzenau - Stadthagen;-0,5 + -83;27,9 + 98;25,4 + 90;27,9 + 98;102540090;102790098;2;2508;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;-0,5 + -83;15,2 + 90;99949917;101520090;1;15760;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;15,2 + 90;16,5 + 20;101520090;101650020;1;1230;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;16,5 + 20;20,0 + 64;101650020;102000064;1;3549;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;20,0 + 64;32,7 + 30;102000064;103270030;1;12666;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;32,7 + 30;51,8 + 0;103270030;105180000;1;19080;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;51,8 + 0;58,5 + 34;105180000;105850034;1;6547;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;58,5 + 34;58,7 + 44;105850034;105870044;1;210;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;58,7 + 44;59,4 + 30;105870044;105940030;1;686;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;-0,5 + -83;15,2 + 90;99949917;101520090;2;15760;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;15,2 + 90;16,5 + 20;101520090;101650020;2;1230;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;16,5 + 20;20,0 + 64;101650020;102000064;2;3549;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;20,0 + 64;32,7 + 30;102000064;103270030;2;12666;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;32,7 + 30;51,8 + 0;103270030;105180000;2;19080;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;51,8 + 0;58,5 + 34;105180000;105850034;2;6547;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;58,5 + 34;58,7 + 44;105850034;105870044;2;210;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NW;DB Netz (ohne RNI);N;Osnabrück;1743;Nienburg - Rahden;-0,5 + -83;59,4 + 30;58,7 + 44;59,4 + 30;105870044;105940030;2;686;nv;03 nicht ISK-relevantes Netz;Museumsbahn;fremdbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;0,0 + 11;27,6 + 0;100000011;102760000;1;27586;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;27,6 + 0;27,7 + 90;102760000;102770090;1;190;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;27,7 + 90;27,8 + 85;102770090;102780085;1;95;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;27,8 + 85;28,0 + 50;102780085;102800050;1;165;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;28,0 + 50;28,0 + 99;102800050;102800099;1;49;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;28,0 + 99;28,2 + 18;102800099;102820018;1;119;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;Abschnitt liegt auf anderer Strecke;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;28,2 + 18;62,7 + 4;102820018;106270004;1;34494;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;0,0 + 11;27,6 + 0;100000011;102760000;2;27586;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;27,6 + 0;27,7 + 90;102760000;102770090;2;190;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;27,7 + 90;27,8 + 85;102770090;102780085;2;95;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;27,8 + 85;28,0 + 50;102780085;102800050;2;165;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;28,0 + 50;28,0 + 99;102800050;102800099;2;49;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;28,0 + 99;28,2 + 18;102800099;102820018;2;119;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;Abschnitt liegt auf anderer Strecke;nv;nv
NI;DB Netz (ohne RNI);N;Osnabrück;1744;Nienburg - Diepholz;0,0 + 11;62,7 + 4;28,2 + 18;62,7 + 4;102820018;106270004;2;34494;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1745;Verden - Rotenburg (Wümme);-0,2 + -80;25,4 + 65;-0,2 + -80;25,4 + 65;99979920;102540065;1;25756;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Bremen;1745;Verden - Rotenburg (Wümme);-0,2 + -80;25,4 + 65;-0,2 + -80;25,4 + 65;99979920;102540065;2;25756;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;1750;Wunstorf - Lehrte;-0,5 + -74;43,3 + 7;-0,5 + -74;33,7 + 65;99949926;103370065;1;34396;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
