LAND;EIU;REGION;NETZ;STR_NR;STR_KURZNAME;STR_KM_ANF;STR_KM_END;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RI;LAENGE;DB_BETRIEB;ISK_NETZ;BAHNNUTZUNG;BETREIBERART;SONDERFALL;SONST_VERTR;AUSLAND
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;96,7 + 22;99,6 + 81;109670022;109960081;2;2959;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1042;Neumünster - Heide;-0,2 + -18;62,9 + 1;-0,2 + -18;62,9 + 1;99979982;106290001;1;63083;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1042;Neumünster - Heide;-0,2 + -18;62,9 + 1;-0,2 + -18;62,9 + 1;99979982;106290001;2;63083;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;74,4 + 27;75,3 + 20;107440027;107530020;1;893;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;75,3 + 20;78,5 + 0;107530020;107850000;1;3180;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;78,5 + 0;103,4 + 9;107850000;110340009;1;24916;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;103,4 + 9;119,8 + 66;110340009;111980066;1;16466;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;74,4 + 27;75,3 + 20;107440027;107530020;2;893;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;75,3 + 20;78,5 + 0;107530020;107850000;2;3180;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;78,5 + 0;103,4 + 9;107850000;110340009;2;24916;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1043;Neumünster - Bad Oldesloe;74,4 + 27;119,8 + 66;103,4 + 9;119,8 + 66;110340009;111980066;2;16466;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1100;Lübeck - Puttgarden;0,0 + 0;88,6 + 37;0,0 + 0;88,6 + 37;100000000;108860037;1;88637;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1100;Lübeck - Puttgarden;0,0 + 0;88,6 + 37;0,0 + 0;88,6 + 37;100000000;108860037;2;88637;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1101;Heiligenhafen - Lütjenbrode;0,0 + 22;4,9 + 96;0,0 + 22;4,9 + 96;100000022;100490096;1;4974;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1101;Heiligenhafen - Lütjenbrode;0,0 + 22;4,9 + 96;0,0 + 22;4,9 + 96;100000022;100490096;2;4974;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;5,3 + 50;7,4 + 52;100530050;100740052;1;2102;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;7,4 + 52;7,9 + 38;100740052;100790038;1;486;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;7,9 + 38;7,9 + 80;100790038;100790080;1;42;nv;03 nicht ISK-relevantes Netz;Pz-Bahn;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;7,9 + 80;8,8 + 79;100790080;100880079;1;899;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;8,8 + 79;8,8 + 165;100880079;100880165;1;86;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;8,8 + 165;10,4 + 30;100880165;101040030;1;1614;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;10,4 + 30;20,9 + 94;101040030;102090094;1;10564;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;5,3 + 50;7,4 + 52;100530050;100740052;2;2102;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;7,4 + 52;7,9 + 38;100740052;100790038;2;486;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;7,9 + 38;7,9 + 80;100790038;100790080;2;42;nv;03 nicht ISK-relevantes Netz;Pz-Bahn;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;7,9 + 80;8,8 + 79;100790080;100880079;2;899;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;8,8 + 79;8,8 + 165;100880079;100880165;2;86;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;8,8 + 165;10,4 + 30;100880165;101040030;2;1614;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1103;Fehmarn-Burg - Orth (Fehmarn);5,3 + 50;20,9 + 94;10,4 + 30;20,9 + 94;101040030;102090094;2;10564;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1104;Burg (F) Abzw - Burg (F) W;0,0 + 0;0,8 + 4;0,0 + 0;0,8 + 4;100000000;100080004;1;804;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1104;Burg (F) Abzw - Burg (F) W;0,0 + 0;0,8 + 4;0,0 + 0;0,8 + 4;100000000;100080004;2;804;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
0;DB Netz (ohne RNI);N;Kiel;1105;Bad Schwartau - Puttgarden Gr;7,5 + 0;88,0 + 0;7,5 + 0;7,8 + 0;100750000;100780000;1;300;nv;03 nicht ISK-relevantes Netz;nv;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1105;Bad Schwartau - Puttgarden Gr;7,5 + 0;88,0 + 0;7,8 + 0;88,0 + 0;100780000;108800000;1;80200;nv;03 nicht ISK-relevantes Netz;nv;selbstbetrieben;nv;nv;nv
0;DB Netz (ohne RNI);N;Kiel;1105;Bad Schwartau - Puttgarden Gr;7,5 + 0;88,0 + 0;7,5 + 0;7,8 + 0;100750000;100780000;2;300;nv;03 nicht ISK-relevantes Netz;nv;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1105;Bad Schwartau - Puttgarden Gr;7,5 + 0;88,0 + 0;7,8 + 0;88,0 + 0;100780000;108800000;2;80200;nv;03 nicht ISK-relevantes Netz;nv;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1106;Haffkrug - Neustadt;23,5 + 0;28,6 + 0;23,5 + 0;28,6 + 0;102350000;102860000;1;5100;nv;03 nicht ISK-relevantes Netz;nv;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1106;Haffkrug - Neustadt;23,5 + 0;28,6 + 0;23,5 + 0;28,6 + 0;102350000;102860000;2;5100;nv;03 nicht ISK-relevantes Netz;nv;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1110;Eutin - Bad Schwartau;0,4 + 88;26,5 + 5;0,4 + 88;26,5 + 5;100040088;102650005;1;26038;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1110;Eutin - Bad Schwartau;0,4 + 88;26,5 + 5;0,4 + 88;26,5 + 5;100040088;102650005;2;26038;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1111;Pönitz - Ahrensbök;0,0 + 0;8,0 + 8;0,0 + 0;0,2 + 48;100000000;100020048;1;248;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1111;Pönitz - Ahrensbök;0,0 + 0;8,0 + 8;0,2 + 48;1,5 + 10;100020048;100150010;1;1262;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1111;Pönitz - Ahrensbök;0,0 + 0;8,0 + 8;1,5 + 10;8,0 + 8;100150010;100800008;1;6498;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1111;Pönitz - Ahrensbök;0,0 + 0;8,0 + 8;0,0 + 0;0,2 + 48;100000000;100020048;2;248;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1111;Pönitz - Ahrensbök;0,0 + 0;8,0 + 8;0,2 + 48;1,5 + 10;100020048;100150010;2;1262;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1111;Pönitz - Ahrensbök;0,0 + 0;8,0 + 8;1,5 + 10;8,0 + 8;100150010;100800008;2;6498;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1112;Malente - Lütjenburg;-0,5 + -59;17,6 + 60;-0,5 + -59;17,6 + 60;99949941;101760060;1;18219;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1112;Malente - Lütjenburg;-0,5 + -59;17,6 + 60;-0,5 + -59;17,6 + 60;99949941;101760060;2;18219;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1113;Schwartau - Travemünde Strand;4,6 + 99;20,6 + 27;4,6 + 99;20,6 + 19;100460099;102060019;1;15509;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1113;Schwartau - Travemünde Strand;4,6 + 99;20,6 + 27;20,6 + 19;20,6 + 27;102060019;102060027;1;8;x;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1113;Schwartau - Travemünde Strand;4,6 + 99;20,6 + 27;4,6 + 99;20,6 + 19;100460099;102060019;2;15509;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1113;Schwartau - Travemünde Strand;4,6 + 99;20,6 + 27;20,6 + 19;20,6 + 27;102060019;102060027;2;8;x;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1115;HL-Dänischburg - HL-Herrenwyk;-0,0 + -80;5,5 + 0;-0,0 + -80;0,6 + 0;99999920;100060000;1;680;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1115;HL-Dänischburg - HL-Herrenwyk;-0,0 + -80;5,5 + 0;0,6 + 0;4,8 + 76;100060000;100480076;1;4277;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1115;HL-Dänischburg - HL-Herrenwyk;-0,0 + -80;5,5 + 0;4,8 + 76;5,5 + 0;100480076;100550000;1;624;nv;03 nicht ISK-relevantes Netz;Gleisanschluss;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1115;HL-Dänischburg - HL-Herrenwyk;-0,0 + -80;5,5 + 0;-0,0 + -80;0,6 + 0;99999920;100060000;2;680;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1115;HL-Dänischburg - HL-Herrenwyk;-0,0 + -80;5,5 + 0;0,6 + 0;4,8 + 76;100060000;100480076;2;4277;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1115;HL-Dänischburg - HL-Herrenwyk;-0,0 + -80;5,5 + 0;4,8 + 76;5,5 + 0;100480076;100550000;2;624;nv;03 nicht ISK-relevantes Netz;Gleisanschluss;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1116;Lübeck-Herrenwyk - NWK;3,1 + 70;4,8 + 50;3,1 + 70;4,5 + 65;100310070;100450065;1;1395;nv;02 ISK-Netz, kein ISK-Streckennetz;Gleisanschluss;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1116;Lübeck-Herrenwyk - NWK;3,1 + 70;4,8 + 50;4,5 + 65;4,8 + 50;100450065;100480050;1;285;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1116;Lübeck-Herrenwyk - NWK;3,1 + 70;4,8 + 50;3,1 + 70;4,5 + 65;100310070;100450065;2;1395;nv;02 ISK-Netz, kein ISK-Streckennetz;Gleisanschluss;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1116;Lübeck-Herrenwyk - NWK;3,1 + 70;4,8 + 50;4,5 + 65;4,8 + 50;100450065;100480050;2;285;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1117;HL-Kücknitz - Skandinavienkai;0,0 + 0;5,2 + 2;0,0 + 0;5,2 + 2;100000000;100520002;1;5202;nv;03 nicht ISK-relevantes Netz;Gleisanschluss;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1117;HL-Kücknitz - Skandinavienkai;0,0 + 0;5,2 + 2;0,0 + 0;5,2 + 2;100000000;100520002;2;5202;nv;03 nicht ISK-relevantes Netz;Gleisanschluss;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1120;Lübeck - Hamburg;0,0 + 0;64,2 + 98;0,0 + 0;39,7 + 50;100000000;103970050;1;38694;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Hamburg;1120;Lübeck - Hamburg;0,0 + 0;64,2 + 98;39,7 + 50;47,0 + 30;103970050;104700030;1;7279;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HH;DB Netz (ohne RNI);N;Hamburg;1120;Lübeck - Hamburg;0,0 + 0;64,2 + 98;47,0 + 30;64,2 + 98;104700030;106420098;1;17272;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1120;Lübeck - Hamburg;0,0 + 0;64,2 + 98;0,0 + 0;39,7 + 50;100000000;103970050;2;38644;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Hamburg;1120;Lübeck - Hamburg;0,0 + 0;64,2 + 98;39,7 + 50;47,0 + 30;103970050;104700030;2;7279;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
HH;DB Netz (ohne RNI);N;Hamburg;1120;Lübeck - Hamburg;0,0 + 0;64,2 + 98;47,0 + 30;64,2 + 98;104700030;106420098;2;17272;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1121;Lübeck - Büchen;2,4 + 82;47,2 + 86;2,4 + 82;41,5 + 0;100240082;104150000;1;40752;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Hamburg;1121;Lübeck - Büchen;2,4 + 82;47,2 + 86;41,5 + 0;47,2 + 86;104150000;104720086;1;5792;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1121;Lübeck - Büchen;2,4 + 82;47,2 + 86;2,4 + 82;41,5 + 0;100240082;104150000;2;40752;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Hamburg;1121;Lübeck - Büchen;2,4 + 82;47,2 + 86;41,5 + 0;47,2 + 86;104150000;104720086;2;5792;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;0,4 + 84;9,5 + 17;100040084;100950017;1;8967;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
MV;DB Netz (ohne RNI);N;Kiel;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;9,5 + 17;32,2 + 0;100950017;103220000;1;25310;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
MV;DB Netz (ohne RNI);O;Schwerin;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;32,2 + 0;163,0 + 0;103220000;116300000;1;130848;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
MV;DB Netz (ohne RNI);O;Neustrelitz;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;163,0 + 0;234,1 + 48;116300000;123410048;1;71180;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;0,4 + 84;9,5 + 17;100040084;100950017;2;8967;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
MV;DB Netz (ohne RNI);N;Kiel;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;9,5 + 17;32,2 + 0;100950017;103220000;2;25310;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
MV;DB Netz (ohne RNI);O;Schwerin;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;32,2 + 0;163,0 + 0;103220000;116300000;2;130848;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
MV;DB Netz (ohne RNI);O;Neustrelitz;1122;Lübeck - Strasburg (Uckerm);0,4 + 84;234,1 + 48;163,0 + 0;234,1 + 48;116300000;123410048;2;71180;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1123;Bad Oldesloe - Blumendorf;-0,0 + -55;4,0 + 0;-0,0 + -55;0,0 + 0;99999945;100000000;1;55;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1123;Bad Oldesloe - Blumendorf;-0,0 + -55;4,0 + 0;0,0 + 0;4,0 + 0;100000000;100400000;1;4000;nv;03 nicht ISK-relevantes Netz;Gleisanschluss;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1123;Bad Oldesloe - Blumendorf;-0,0 + -55;4,0 + 0;-0,0 + -55;0,0 + 0;99999945;100000000;2;55;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1123;Bad Oldesloe - Blumendorf;-0,0 + -55;4,0 + 0;0,0 + 0;4,0 + 0;100000000;100400000;2;4000;nv;03 nicht ISK-relevantes Netz;Gleisanschluss;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1130;Lübeck Hbf - Lübeck Hgbf;0,6 + 7;2,5 + 18;0,6 + 7;2,5 + 18;100060007;100250018;1;1911;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1130;Lübeck Hbf - Lübeck Hgbf;0,6 + 7;2,5 + 18;0,6 + 7;2,5 + 18;100060007;100250018;2;1911;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1131;Abzw Strecknitz - HL-Schlutup;4,3 + 48;14,2 + 74;4,3 + 48;14,2 + 61;100430048;101420061;1;9913;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1131;Abzw Strecknitz - HL-Schlutup;4,3 + 48;14,2 + 74;14,2 + 61;14,2 + 74;101420061;101420074;1;13;x;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1131;Abzw Strecknitz - HL-Schlutup;4,3 + 48;14,2 + 74;4,3 + 48;14,2 + 61;100430048;101420061;2;9913;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1131;Abzw Strecknitz - HL-Schlutup;4,3 + 48;14,2 + 74;14,2 + 61;14,2 + 74;101420061;101420074;2;13;x;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1132;HL-Schlutup - Hafen;-0,0 + -30;1,8 + 93;-0,0 + -30;0,0 + 27;99999970;100000027;1;57;x;02 ISK-Netz, kein ISK-Streckennetz;Gleisanschluss;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1132;HL-Schlutup - Hafen;-0,0 + -30;1,8 + 93;0,0 + 27;1,8 + 93;100000027;100180093;1;1866;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1132;HL-Schlutup - Hafen;-0,0 + -30;1,8 + 93;-0,0 + -30;0,0 + 27;99999970;100000027;2;57;x;02 ISK-Netz, kein ISK-Streckennetz;Gleisanschluss;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1132;HL-Schlutup - Hafen;-0,0 + -30;1,8 + 93;0,0 + 27;1,8 + 93;100000027;100180093;2;1866;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1133;HL-Schlutup - Schlutup Breitl.;0,0 + 0;0,3 + 85;0,0 + 0;0,3 + 85;100000000;100030085;1;385;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1133;HL-Schlutup - Schlutup Breitl.;0,0 + 0;0,3 + 85;0,0 + 0;0,3 + 85;100000000;100030085;2;385;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1134;Lübeck Hgbf, Awanst - L-Genin;0,0 + 0;1,2 + 30;0,0 + 0;0,1 + 17;100000000;100010017;1;117;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1134;Lübeck Hgbf, Awanst - L-Genin;0,0 + 0;1,2 + 30;0,1 + 17;1,2 + 30;100010017;100120030;1;1113;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1134;Lübeck Hgbf, Awanst - L-Genin;0,0 + 0;1,2 + 30;0,0 + 0;0,1 + 17;100000000;100010017;2;117;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1134;Lübeck Hgbf, Awanst - L-Genin;0,0 + 0;1,2 + 30;0,1 + 17;1,2 + 30;100010017;100120030;2;1113;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
