LAND;EIU;REGION;NETZ;ANLAGEN_NR;STR_NR;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RIKZ;RIL_100;STR_MEHRFACHZUORD;LAENGE;ANZ_STR_GL;QUERSCHN;BAUWEISE;WL_SERVICEEINR
BY;DB Netz (ohne RNI);S;Augsburg;13001478;5934;67,5 + 79;69,5 + 4;106750079;106950004;0;nv;nv;1925;2;92,000;O;nv
BY;DB Netz (ohne RNI);S;Augsburg;13001479;5934;76,0 + 19;77,3 + 39;107600019;107730039;0;nv;nv;1320;2;92,000;B;nv
BY;DB Netz (ohne RNI);S;Augsburg;13001480;5934;78,1 + 12;81,4 + 1;107810012;108140001;0;nv;nv;3289;2;92,000;B;nv
BY;DB Netz (ohne RNI);S;Augsburg;13001481;5934;85,0 + 23;86,2 + 81;108500023;108620081;0;nv;nv;1258;2;84,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001482;6134;3,1 + 29;3,8 + 31;100310029;100380031;0;nv;nv;702;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001483;6171;3,1 + 33;3,8 + 31;100310033;100380031;2;nv;nv;698;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001484;6171;3,1 + 32;3,8 + 31;100310032;100380031;1;nv;nv;699;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001485;6134;3,1 + 28;3,8 + 31;100310028;100380031;1;nv;nv;703;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001486;6134;4,2 + 81;4,8 + 57;100420081;100480057;1;nv;nv;576;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001487;6171;4,2 + 89;4,8 + 57;100420089;100480057;1;nv;nv;568;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001488;6171;4,2 + 88;4,8 + 57;100420088;100480057;2;nv;nv;569;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001489;6134;4,2 + 80;4,8 + 57;100420080;100480057;1;nv;nv;577;1;41,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001490;6134;4,8 + 57;5,1 + 78;100480057;100510078;0;nv;nv;321;2;128,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001491;6134;5,1 + 78;5,3 + 68;100510078;100530068;0;nv;nv;190;2;128,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001492;6134;5,3 + 68;5,4 + 53;100530068;100540053;0;nv;nv;85;2;128,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001493;6134;1,4 + 50;1,7 + 88;100140050;100170088;0;BL;nv;338;2;128,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001494;6134;1,7 + 88;2,0 + 49;100170088;100200049;0;BL;nv;261;2;256,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001497;3656;4,2 + 29;4,4 + 49;100420029;100440049;0;nv;nv;220;1;44,000;O;nv
HE;DB Netz (ohne RNI);MI;Mainz;13001498;3688;69,4 + 0;70,0 + 46;106940000;107000046;0;nv;nv;646;1;32,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001500;3680;67,5 + 23;67,7 + 58;106750023;106770058;0;nv;nv;236;1;28,080;O;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001552;5919;161,2 + 82;162,6 + 2;116120082;116260002;0;nv;nv;1320;2;92,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001565;6020;4,4 + 46;4,7 + 12;100440046;100470012;0;nv;nv;266;2;55,000;O;nv
NW;DB Netz (ohne RNI);W;Köln;13001577;2600;73,5 + 57;74,2 + 68;107350057;107420068;2;nv;nv;711;1;52,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001601;3710;47,0 + 54;47,5 + 48;104700054;104750048;0;nv;nv;494;2;41,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13001602;3825;18,0 + 75;18,5 + 49;101800075;101850049;0;nv;nv;474;2;77,200;B;nv
RP;DB Netz (ohne RNI);MI;Mainz;13001608;3511;81,2 + 78;81,4 + 16;108120078;108140016;0;nv;nv;138;2;60,400;B;nv
RP;DB Netz (ohne RNI);MI;Mainz;13001609;3511;82,0 + 61;82,2 + 26;108200061;108220026;0;nv;nv;165;2;60,400;B;nv
HH;DB Netz (ohne RNI);N;Hamburg;13001615;1239;12,0 + 3;13,7 + 50;101200003;101370050;2;nv;nv;1747;1;22,330;B;nv
HH;DB Netz (ohne RNI);N;Hamburg;13001616;1239;12,0 + 3;13,7 + 50;101200003;101370050;1;nv;nv;1747;1;22,330;B;nv
HH;DB Netz (ohne RNI);N;Hamburg;13001617;1239;13,7 + 50;13,9 + 4;101370050;101390004;0;nv;nv;332;2;22,330;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13001618;1239;11,8 + 12;12,0 + 3;101180012;101200003;0;nv;nv;191;1;22,330;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13001638;4860;17,6 + 2;17,8 + 2;101760002;101780002;0;nv;nv;200;2;44,000;B;nv
BB;DB Netz (ohne RNI);O;Berlin;13001659;6151;32,1 + 83;34,6 + 29;103210083;103460029;0;nv;nv;2446;4;56,000;O;nv
BB;DB Netz (ohne RNI);O;Berlin;13001670;6151;34,6 + 94;35,1 + 1;103460094;103510001;0;nv;nv;407;2;63,000;O;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001686;6377;0,1 + 72;0,4 + 97;100010072;100040097;0;LL;nv;325;2;254,340;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001687;6396;3,0 + 72;3,5 + 10;100300072;100350010;0;LL;nv;438;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001688;6396;3,0 + 72;3,5 + 10;100300072;100350010;0;LL;nv;438;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001689;6396;2,5 + 21;2,9 + 28;100250021;100290028;1;LL;nv;407;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001690;6396;2,5 + 21;2,9 + 28;100250021;100290028;0;LL;nv;407;2;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001691;6396;1,7 + 26;2,3 + 57;100170026;100230057;0;LL;nv;631;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001692;6396;1,7 + 26;2,3 + 57;100170026;100230057;1;LL;nv;631;2;41,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001723;2690;98,5 + 99;98,7 + 59;109850099;109870059;0;nv;nv;160;2;12,000;O;nv
HE;DB Netz (ohne RNI);MI;Kassel;13001736;3600;78,1 + 74;82,1 + 69;107810074;108210069;2;nv;nv;3995;1;54,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13001768;2600;73,5 + 61;74,2 + 52;107350061;107420052;1;nv;nv;691;1;35,000;B;nv
BE;DB Netz (ohne RNI);O;Berlin;13001773;6002;0,2 + 7;0,2 + 91;100020007;100020091;0;nv;nv;84;2;38,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001774;6002;0,0 + 72;0,2 + 7;100000072;100020007;0;nv;nv;401;2;104,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001775;6032;0,1 + 94;0,4 + 36;100010094;100040036;0;nv;nv;242;2;104,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001776;6032;0,4 + 36;1,1 + 84;100040036;100110084;0;nv;nv;748;2;78,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001777;6032;1,1 + 84;1,4 + 0;100110084;100140000;0;nv;nv;216;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001778;6032;1,4 + 0;1,8 + 62;100140000;100180062;0;nv;nv;462;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001779;6032;1,8 + 62;2,1 + 6;100180062;100210006;0;nv;nv;244;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001780;6032;2,1 + 6;2,5 + 80;100210006;100250080;0;nv;nv;474;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001781;6032;2,5 + 80;2,7 + 60;100250080;100270060;0;nv;nv;180;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001782;6032;2,7 + 60;3,0 + 13;100270060;100300013;0;nv;nv;253;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001783;6032;3,0 + 13;3,5 + 10;100300013;100350010;0;nv;nv;497;2;104,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001784;6032;3,5 + 10;3,7 + 60;100350010;100370060;0;nv;nv;250;2;104,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001785;6032;3,7 + 60;4,3 + 40;100370060;100430040;0;nv;nv;580;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001786;6032;4,3 + 40;4,6 + 31;100430040;100460031;0;BAHU;nv;291;2;104,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001787;6032;4,6 + 31;4,8 + 36;100460031;100480036;0;BAHU;nv;205;2;156,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001788;6032;4,8 + 36;5,4 + 78;100480036;100540078;0;nv;nv;642;2;156,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001789;6032;5,4 + 78;5,5 + 89;100540078;100550089;0;nv;nv;111;2;52,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001790;6034;5,4 + 79;5,5 + 90;100540079;100550090;0;nv;nv;111;2;52,000;O;nv
NW;DB Netz (ohne RNI);W;Köln;13001794;2690;38,9 + 24;38,9 + 84;103890024;103890084;0;nv;nv;60;2;102,000;O;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001807;5919;121,3 + 63;122,6 + 80;112130063;112260080;0;nv;nv;1317;2;92,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001808;5919;150,7 + 43;151,2 + 43;115070043;115120043;0;nv;nv;500;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001815;3688;55,5 + 66;55,9 + 75;105550066;105590075;0;nv;nv;409;1;100,000;O;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001821;5919;118,9 + 40;119,6 + 85;111890040;111960085;0;nv;nv;745;2;92,000;B;nv
HE;DB Netz (ohne RNI);N;Hannover;13001824;3600;222,4 + 55;223,4 + 85;122240055;122340085;2;nv;nv;1030;1;52,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13001825;4280;245,4 + 30;254,8 + 15;124540030;125480015;2;nv;nv;9385;1;63,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13001826;4280;245,4 + 30;254,8 + 15;124540030;125480015;1;nv;nv;9385;1;63,000;B;nv
RP;DB Netz (ohne RNI);MI;Mainz;13001845;3511;73,5 + 70;73,9 + 79;107350070;107390079;1;nv;nv;409;2;62,770;B;nv
RP;DB Netz (ohne RNI);MI;Mainz;13001846;3511;75,6 + 88;75,9 + 19;107560088;107590019;0;nv;nv;231;2;62,770;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001866;6382;8,8 + 2;9,1 + 50;100880002;100910050;1;LL;nv;348;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001867;6382;8,8 + 2;9,1 + 50;100880002;100910050;2;LL;nv;348;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001868;6396;4,1 + 75;4,3 + 95;100410075;100430095;1;LL;nv;220;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001869;6396;3,9 + 80;4,0 + 76;100390080;100400076;1;LL;nv;96;1;41,000;B;nv
SN;DB Netz (ohne RNI);SO;Leipzig;13001870;6396;3,8 + 0;3,9 + 13;100380000;100390013;1;LL;nv;113;1;41,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001892;5919;87,3 + 65;91,1 + 21;108730065;109110021;0;nv;nv;3756;2;99,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001893;5919;183,6 + 37;185,0 + 41;118360037;118500041;0;nv;nv;1404;2;92,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13001896;3010;48,4 + 18;52,6 + 60;104840018;105260060;0;nv;nv;4242;1;60,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001897;3610;25,4 + 85;25,8 + 25;102540085;102580025;0;nv;nv;340;2;64,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001920;5919;133,1 + 80;134,3 + 43;113310080;113430043;0;nv;nv;1163;2;92,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001921;5919;124,7 + 45;133,0 + 71;112470045;113300071;0;nv;nv;8326;2;92,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001922;5919;147,7 + 53;149,2 + 46;114770053;114920046;0;nv;nv;1493;2;92,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001923;5919;149,5 + 38;150,2 + 26;114950038;115020026;0;nv;nv;688;2;92,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001924;5919;140,1 + 14;147,5 + 21;114010014;114750021;0;nv;nv;7407;2;92,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001941;5919;111,6 + 93;114,6 + 68;111160093;111460068;0;nv;nv;2975;2;99,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001943;5919;102,6 + 38;103,7 + 10;110260038;110370010;0;nv;nv;1072;2;99,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001944;5125;0,4 + 6;1,5 + 19;100040006;100150019;0;nv;nv;1113;1;55,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001945;5919;100,3 + 1;101,1 + 25;110030001;110110025;0;nv;nv;824;2;99,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001946;5919;105,0 + 58;106,1 + 1;110500058;110610001;0;nv;nv;1043;2;99,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001951;5919;95,3 + 17;96,2 + 48;109530017;109620048;0;nv;nv;931;2;90,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13001952;5919;92,6 + 93;94,0 + 24;109260093;109400024;0;nv;nv;1331;2;90,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001953;5919;135,1 + 10;135,7 + 12;113510010;113570012;0;nv;nv;602;2;92,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001954;5919;135,9 + 72;137,0 + 23;113590072;113700023;0;nv;nv;1051;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001956;2690;81,2 + 94;81,4 + 44;108120094;108140044;0;nv;nv;150;2;12,000;O;nv
ST;DB Netz (ohne RNI);SO;Halle;13001968;5919;228,9 + 91;235,9 + 56;122890091;123590056;1;nv;nv;6965;1;61,000;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13001969;5919;237,3 + 1;243,7 + 68;123730001;124370068;1;nv;nv;6467;1;60,500;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13001970;5919;237,3 + 1;243,7 + 68;123730001;124370068;2;nv;nv;6467;1;60,500;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13001971;5919;228,9 + 91;235,9 + 56;122890091;123590056;2;nv;nv;6965;1;61,000;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13001972;5919;248,9 + 28;251,0 + 9;124890028;125100009;1;nv;nv;2081;1;60,500;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13001973;5919;248,9 + 28;251,0 + 9;124890028;125100009;2;nv;nv;2081;1;60,500;B;nv
HE;DB Netz (ohne RNI);N;Hannover;13001979;3600;222,5 + 0;223,4 + 35;122250000;122340035;1;nv;nv;935;1;38,000;B;nv
HE;DB Netz (ohne RNI);MI;Mainz;13001980;3509;0,5 + 22;1,6 + 65;100050022;100160065;2;nv;nv;1143;1;35,000;B;nv
BY;DB Netz (ohne RNI);S;Augsburg;13002010;5362;100,7 + 84;100,9 + 44;110070084;110090044;0;nv;nv;160;2;60,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13002011;3610;0,7 + 69;0,8 + 57;100070069;100080057;0;nv;nv;88;2;66,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13002019;3010;48,4 + 18;52,6 + 23;104840018;105260023;1;nv;nv;4205;1;60,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13002020;5919;138,0 + 23;139,5 + 13;113800023;113950013;0;nv;nv;1490;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13002024;3681;52,6 + 93;52,8 + 66;105260093;105280066;0;nv;nv;173;1;48,000;O;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13002028;5919;24,9 + 42;25,2 + 50;102490042;102520050;0;nv;nv;308;2;79,270;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002029;5200;70,5 + 52;73,1 + 75;107050052;107310075;1;nv;nv;2623;1;48,700;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002030;5200;70,5 + 0;73,1 + 19;107050000;107310019;2;nv;nv;2619;1;49,600;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002031;5200;73,3 + 58;73,7 + 33;107330058;107370033;1;nv;nv;375;1;49,000;O;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002032;5200;73,2 + 99;73,8 + 4;107320099;107380004;2;nv;nv;505;1;49,300;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002033;5200;74,2 + 24;74,8 + 11;107420024;107480011;1;nv;nv;587;1;49,300;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002034;5200;74,1 + 59;74,7 + 88;107410059;107470088;2;nv;nv;629;1;49,300;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13002035;5200;75,1 + 22;75,8 + 68;107510022;107580068;1;nv;nv;746;2;98,000;O;nv
HE;RNI;MI;Kurhessenbahn (RNI);13002047;3903;25,7 + 7;26,6 + 7;102570007;102660007;0;nv;nv;900;1;36,150;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13002066;4200;24,4 + 69;25,3 + 78;102440069;102530078;0;nv;nv;909;2;75,600;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13002075;3682;50,1 + 39;50,1 + 94;105010039;105010094;0;nv;nv;55;1;35,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13002092;4861;27,6 + 78;27,9 + 18;102760078;102790018;0;TFIL;nv;240;2;55,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13002097;4861;22,3 + 78;22,6 + 2;102230078;102260002;0;nv;nv;224;2;14,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13002098;4861;0,6 + 95;0,8 + 10;100060095;100080010;0;TSB;nv;115;1;19,690;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13002099;4861;-0,0 + -8;0,0 + 68;99999992;100000068;0;TSB;nv;76;2;23,320;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13002100;4861;0,0 + 68;0,1 + 14;100000068;100010014;0;TSB;nv;46;2;23,390;O;nv
BW;DB Netz (ohne RNI);S;Würzburg;13002105;4120;131,1 + 2;131,2 + 40;113110002;113120040;1;nv;nv;138;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13002111;3683;8,4 + 55;9,3 + 54;100840055;100930054;0;nv;nv;968;2;78,100;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13002112;3683;9,6 + 92;10,3 + 65;100960092;101030065;0;nv;nv;774;2;78,100;O;nv
